id,date,item,price,county_code,addtnl
3488,05/31/2021,cheesy mac,6.25,19,clear-Sydney-tip
3489,05/31/2021,FRIES,2.50,10,rainy-Sydney-tip
3490,05/31/2021,fries,2.50,20,clear-Tina-
3491,05/31/2021,nachoes,5.00,34,clear-Tina-tip
3492,05/31/2021,macaroni,6.25,10,clear-Tina-tip
3493,05/31/2021,FRIES,2.50,33,rainy-Marcus-tip
3494,05/31/2021,nachoes,5.00,11,clear-Carmen-tip
3495,05/31/2021,French Fries,2.50,39,clear-Carmen-
3496,05/31/2021,nachoes,5.00,18,clear-Richie-tip
3497,05/31/2021,nachos,5.00,17,rainy-Tina-tip
3498,05/31/2021,nachos,5.00,40,clear-Sydney-tip
3499,05/31/2021,FRIES,2.50,3,clear-Marcus-tip
3500,05/31/2021,nachos,5.00,15,clear-Carmen-tip
3501,05/31/2021,cheesy mac,6.25,19,clear-Sydney-no tip
3502,05/31/2021,macaroni,6.25,20,rainy-Carmen-no tip
3503,05/31/2021,fries,2.50,35,rainy-Tina-no tip
3504,05/31/2021,okra,4.50,31,clear-Tina-no tip
3505,05/31/2021,French fries,2.50,29,clear-Marcus-no tip
3506,05/31/2021,nachos,5.00,20,rainy-Sydney-tip
3507,05/31/2021,French fries,2.50,15,clear-Marcus-
3508,05/31/2021,nachos,5.00,13,clear-Sydney-no tip
3509,05/31/2021,mac and cheese,6.25,14,clear-Richie-tip
3510,05/31/2021,Okra,4.50,12,clear-Marcus-tip
3511,05/31/2021,French fries,2.50,14,clear-Richie-no tip
3512,05/31/2021,French Fries,2.50,28,clear-Sydney-tip
3513,05/31/2021,French fries,2.50,28,rainy-Sydney-tip
3514,05/31/2021,French fries,2.50,17,clear-Tina-tip
3515,05/31/2021,French fries,2.50,19,clear-Carmen-tip
3516,05/31/2021,macaroni,6.25,9,clear-Richie-tip
3517,05/31/2021,mac and cheese,6.25,18,rainy-Richie-tip
3518,05/31/2021,mac and cheese,6.25,42,rainy-Marcus-tip
3519,05/31/2021,FRIES,2.50,3,rainy-Marcus-tip
3520,05/31/2021,French Fries,2.50,13,clear-Sydney-tip
3521,05/31/2021,French fries,2.50,44,clear-Sydney-
3522,05/31/2021,fries,2.50,29,clear-Marcus-tip
3523,05/31/2021,nachos,5.00,1,clear-Sydney-tip
3524,05/31/2021,macaroni,6.25,15,clear-Marcus-tip
3525,05/31/2021,FRIES,2.50,8,clear-Richie-
3526,05/31/2021,fries,2.50,1,clear-Sydney-no tip
3527,05/31/2021,French fries,2.50,13,rainy-Marcus-tip
3528,05/31/2021,French Fries,2.50,16,clear-Tina-tip
3529,05/31/2021,French fries,2.50,41,rainy-Sydney-tip
3530,05/31/2021,nachos,5.00,39,rainy-Sydney-tip
3531,05/31/2021,FRIES,2.50,18,clear-Tina-tip
3532,05/31/2021,macaroni,6.25,15,rainy-Sydney-tip
3533,05/31/2021,okra,4.50,4,rainy-Sydney-tip
3534,05/31/2021,Okra,4.50,8,clear-Tina-no tip
3535,05/31/2021,FRIES,2.50,19,rainy-Carmen-tip
3536,05/31/2021,fries,2.50,6,clear-Sydney-tip
3537,05/31/2021,nachoes,5.00,4,rainy-Sydney-tip
3538,05/31/2021,cheesy mac,6.25,10,clear-Carmen-
3539,05/31/2021,cheesy mac,6.25,31,rainy-Sydney-tip
3540,05/31/2021,nachos,5.00,37,clear-Sydney-no tip
3541,05/31/2021,French Fries,2.50,24,clear-Carmen-tip
3542,05/31/2021,French Fries,2.50,1,clear-Tina-tip
3543,05/31/2021,OKRA,4.50,35,clear-Tina-tip
3544,05/31/2021,nachos,5.00,5,clear-Sydney-tip
3545,05/31/2021,French Fries,2.50,13,clear-Sydney-no tip
3546,05/31/2021,fries,2.50,14,clear-Richie-tip
3547,05/31/2021,okra,4.50,7,clear-Sydney-tip
3548,05/31/2021,nachos,5.00,17,clear-Tina-tip
3549,05/31/2021,nachos,5.00,13,clear-Carmen-tip
3550,05/31/2021,cheesy mac,6.25,20,clear-Tina-tip
3551,05/31/2021,French fries,2.50,17,clear-Sydney-tip
3552,05/31/2021,nachos,5.00,38,clear-Richie-tip
3553,05/31/2021,FRIES,2.50,11,clear-Sydney-tip
3554,05/31/2021,nachos,5.00,4,clear-Tina-tip
3555,05/31/2021,nachos,5.00,1,clear-Carmen-tip
3556,05/31/2021,nachos,5.00,19,rainy-Richie-tip
3557,05/31/2021,nachos,5.00,21,clear-Tina-tip
3558,05/31/2021,nachos,5.00,19,rainy-Tina-tip
3559,05/31/2021,macaroni,6.25,43,clear-Richie-tip
3560,05/31/2021,nachos,5.00,9,rainy-Marcus-no tip
3561,05/31/2021,fries,2.50,6,clear-Tina-tip
3562,05/31/2021,mac and cheese,6.25,6,clear-Richie-tip
3563,05/31/2021,mac-n-cheese,6.25,5,clear-Carmen-tip
3564,05/31/2021,nachoes,5.00,17,clear-Sydney-tip
3565,05/31/2021,nachos,5.00,26,clear-Marcus-tip
3566,05/31/2021,mac and cheese,6.25,39,clear-Richie-no tip
3567,05/31/2021,French Fries,2.50,1,clear-Sydney-no tip
3568,05/31/2021,cheesy mac,6.25,12,clear-Sydney-tip
3569,05/31/2021,nachoes,5.00,13,rainy-Tina-tip
3570,05/31/2021,nachoes,5.00,20,rainy-Sydney-tip
3571,05/31/2021,nachoes,5.00,8,clear-Marcus-tip
3572,05/31/2021,nachos,5.00,5,clear-Sydney-tip
3573,05/31/2021,fries,2.50,15,rainy-Tina-no tip
3574,05/31/2021,French Fries,2.50,18,clear-Tina-no tip
3575,05/31/2021,FRIES,2.50,37,clear-Sydney-no tip
3576,05/31/2021,nachos,5.00,25,clear-Richie-no tip
3577,05/31/2021,French fries,2.50,17,clear-Richie-tip
3578,05/31/2021,mac-n-cheese,6.25,5,clear-Richie-tip
3579,05/31/2021,nachoes,5.00,16,rainy-Richie-tip
3580,05/31/2021,fries,2.50,7,rainy-Carmen-tip
3581,05/31/2021,mac and cheese,6.25,18,clear-Tina-
3582,05/31/2021,fries,2.50,18,rainy-Tina-tip
3583,05/31/2021,nachos,5.00,17,clear-Sydney-tip
3584,05/31/2021,French Fries,2.50,38,clear-Sydney-
3585,05/31/2021,okra,4.50,6,rainy-Tina-tip
3586,05/31/2021,nachos,5.00,9,clear-Sydney-no tip
3587,05/31/2021,macaroni,6.25,17,clear-Marcus-tip
3588,05/31/2021,nachos,5.00,13,rainy-Sydney-tip
3589,05/31/2021,FRIES,2.50,14,clear-Richie-tip
3590,05/31/2021,okra,4.50,3,rainy-Richie-tip
3591,05/31/2021,French fries,2.50,41,clear-Sydney-tip
3592,05/31/2021,mac and cheese,6.25,12,clear-Richie-tip
3593,05/31/2021,nachoes,5.00,22,clear-Sydney-no tip
3594,05/31/2021,nachoes,5.00,2,rainy-Sydney-no tip
3595,05/31/2021,nachoes,5.00,34,clear-Carmen-no tip
3596,05/31/2021,French fries,2.50,42,clear-Marcus-tip
3597,05/31/2021,fries,2.50,17,clear-Carmen-no tip
3598,05/31/2021,fries,2.50,17,rainy-Carmen-tip
3599,05/31/2021,mac-n-cheese,6.25,15,rainy-Sydney-tip
3600,05/31/2021,nachos,5.00,35,clear-Richie-tip
3601,05/31/2021,nachos,5.00,7,clear-Richie-tip
3602,05/31/2021,FRIES,2.50,8,rainy-Marcus-tip
3603,05/31/2021,nachoes,5.00,10,clear-Marcus-tip
3604,05/31/2021,fries,2.50,13,rainy-Richie-tip
3605,05/31/2021,French fries,2.50,2,clear-Carmen-tip
3606,05/31/2021,nachos,5.00,41,rainy-Tina-no tip
3607,05/31/2021,macaroni,6.25,27,clear-Sydney-tip
3608,05/31/2021,nachos,5.00,9,clear-Sydney-no tip
3609,05/31/2021,nachos,5.00,17,clear-Tina-tip
3610,05/31/2021,French Fries,2.50,31,rainy-Tina-tip
3611,05/31/2021,fries,2.50,30,rainy-Tina-no tip
3612,05/31/2021,nachos,5.00,9,rainy-Tina-tip
3613,05/31/2021,nachos,5.00,12,clear-Sydney-tip
3614,05/31/2021,mac-n-cheese,6.25,8,clear-Carmen-no tip
3615,05/31/2021,French fries,2.50,11,clear-Tina-
3616,05/31/2021,nachoes,5.00,6,clear-Sydney-tip
3617,05/31/2021,French fries,2.50,13,rainy-Richie-tip
3618,05/31/2021,macaroni,6.25,5,clear-Sydney-tip
3619,05/31/2021,fries,2.50,4,clear-Sydney-no tip
3620,05/31/2021,cheesy mac,6.25,11,clear-Carmen-tip
3621,05/31/2021,fries,2.50,14,clear-Sydney-tip
3622,05/31/2021,French fries,2.50,7,clear-Richie-tip
3623,05/31/2021,mac and cheese,6.25,40,clear-Sydney-tip
3624,05/31/2021,FRIES,2.50,9,clear-Richie-no tip
3625,05/31/2021,fries,2.50,15,clear-Marcus-
3626,05/31/2021,nachos,5.00,16,rainy-Tina-tip
3627,05/31/2021,FRIES,2.50,9,clear-Tina-no tip
3628,05/31/2021,nachos,5.00,17,clear-Richie-tip
3629,05/31/2021,French Fries,2.50,16,clear-Sydney-tip
3630,05/31/2021,nachos,5.00,44,rainy-Sydney-no tip
3631,05/31/2021,OKRA,4.50,8,clear-Tina-tip
3632,05/31/2021,cheesy mac,6.25,3,clear-Sydney-no tip
3633,05/31/2021,fries,2.50,35,clear-Marcus-no tip
3634,05/31/2021,nachos,5.00,16,rainy-Richie-tip
3635,05/31/2021,nachos,5.00,14,clear-Richie-tip
3636,05/31/2021,nachos,5.00,10,clear-Richie-tip
3637,05/31/2021,FRIES,2.50,18,rainy-Sydney-tip
3638,05/31/2021,nachoes,5.00,37,clear-Richie-
3639,05/31/2021,French fries,2.50,19,clear-Sydney-tip
3640,05/31/2021,okra,4.50,4,rainy-Sydney-tip
3641,05/31/2021,cheesy mac,6.25,10,clear-Tina-tip
3642,05/31/2021,nachoes,5.00,3,clear-Tina-tip
3643,05/31/2021,nachos,5.00,7,clear-Tina-no tip
3644,05/31/2021,okra,5.00,32,clear-Tina-
3645,05/31/2021,nachos,7.00,16,clear-Richie-tip
3646,05/31/2021,nachoes,7.00,19,clear-Richie-no tip
3647,05/31/2021,nachos,7.00,10,clear-Richie-no tip
3648,05/31/2021,nachos,7.00,14,rainy-Sydney-tip
3649,05/31/2021,nachos,7.00,14,clear-Sydney-no tip
3650,05/31/2021,Okra,5.00,5,rainy-Marcus-tip
3651,05/31/2021,fries,2.50,12,clear-Sydney-tip
3652,05/31/2021,nachoes,7.00,17,clear-Tina-tip
3653,05/31/2021,mac-n-cheese,7.75,1,clear-Carmen-tip
3654,05/31/2021,nachos,7.00,2,rainy-Marcus-tip
3655,05/31/2021,fries,2.50,16,clear-Sydney-tip
3656,05/31/2021,nachos,7.00,17,clear-Richie-tip
3657,05/31/2021,French fries,2.50,39,clear-Richie-tip
3658,05/31/2021,okra,5.00,10,clear-Marcus-tip
3659,05/31/2021,French Fries,2.50,2,clear-Richie-
3660,05/31/2021,French Fries,2.50,14,rainy-Marcus-no tip
3661,05/31/2021,macaroni,7.75,4,clear-Sydney-no tip
3662,05/31/2021,nachos,7.00,44,rainy-Carmen-tip
3663,05/31/2021,fries,2.50,16,rainy-Marcus-tip
3664,05/31/2021,mac-n-cheese,7.75,35,rainy-Carmen-tip
3665,05/31/2021,cheesy mac,7.75,4,rainy-Sydney-tip
3666,05/31/2021,nachos,7.00,20,rainy-Sydney-no tip
3667,05/31/2021,French fries,2.50,15,rainy-Sydney-tip
3668,05/31/2021,fries,2.50,12,clear-Sydney-tip
3669,05/31/2021,fries,2.50,5,rainy-Sydney-tip
3670,05/31/2021,cheesy mac,7.75,7,clear-Sydney-tip
3671,05/31/2021,OKRA,5.00,34,clear-Sydney-tip
3672,05/31/2021,nachos,7.00,3,rainy-Carmen-no tip
3673,05/31/2021,nachos,7.00,8,clear-Tina-tip
3674,05/31/2021,mac-n-cheese,7.75,18,clear-Carmen-tip
3675,05/31/2021,French Fries,2.50,10,clear-Sydney-no tip
3676,05/31/2021,French Fries,2.50,1,clear-Marcus-tip
3677,05/31/2021,nachos,7.00,13,clear-Sydney-tip
3678,05/31/2021,nachos,7.00,26,rainy-Tina-tip
3679,05/31/2021,nachos,7.00,14,clear-Sydney-no tip
3680,05/31/2021,FRIES,2.50,1,clear-Marcus-no tip
3681,05/31/2021,nachos,7.00,28,clear-Richie-tip
3682,05/31/2021,French Fries,2.50,2,clear-Tina-no tip
3683,05/31/2021,fries,2.50,37,rainy-Richie-
3684,05/31/2021,nachos,7.00,10,rainy-Carmen-
3685,05/31/2021,cheesy mac,7.75,13,rainy-Richie-tip
3686,05/31/2021,Okra,5.00,1,rainy-Sydney-no tip
3687,05/31/2021,French fries,2.50,14,clear-Richie-tip
3688,05/31/2021,nachos,7.00,42,clear-Tina-
3689,05/31/2021,French fries,2.50,29,rainy-Marcus-tip
3690,05/31/2021,nachos,7.00,6,rainy-Carmen-no tip
3691,05/31/2021,OKRA,5.00,20,clear-Carmen-no tip
3692,05/31/2021,FRIES,2.50,2,clear-Sydney-
3693,05/31/2021,mac-n-cheese,7.75,6,rainy-Richie-tip
3694,05/31/2021,macaroni,7.75,14,clear-Carmen-no tip
3695,05/31/2021,mac-n-cheese,7.75,12,rainy-Carmen-no tip
3696,05/31/2021,nachos,7.00,17,rainy-Sydney-tip
3697,05/31/2021,French fries,2.50,20,rainy-Marcus-
3698,05/31/2021,fries,2.50,25,rainy-Richie-tip
3699,05/31/2021,cheesy mac,7.75,6,clear-Carmen-tip
3700,05/31/2021,French Fries,2.50,12,rainy-Tina-tip
3701,05/31/2021,mac and cheese,7.75,12,clear-Sydney-tip
3702,05/31/2021,cheesy mac,7.75,10,clear-Sydney-tip
3703,05/31/2021,Okra,5.00,26,clear-Sydney-no tip
3704,05/31/2021,French fries,2.50,24,rainy-Sydney-tip
3705,05/31/2021,nachos,7.00,19,rainy-Sydney-tip
3706,05/31/2021,nachoes,7.00,46,clear-Tina-tip
3707,05/31/2021,FRIES,2.50,6,rainy-Richie-tip
3708,05/31/2021,nachoes,7.00,9,rainy-Sydney-tip
3709,05/31/2021,FRIES,2.50,6,clear-Sydney-tip
3710,05/31/2021,macaroni,7.75,3,clear-Sydney-tip
3711,05/31/2021,macaroni,7.75,5,clear-Richie-tip
3712,05/31/2021,okra,5.00,11,clear-Carmen-tip
3713,05/31/2021,nachos,7.00,36,clear-Richie-tip
3714,05/31/2021,OKRA,5.00,7,rainy-Richie-tip
3715,05/31/2021,fries,2.50,7,clear-Sydney-
3716,05/31/2021,fries,2.50,3,clear-Sydney-tip
3717,05/31/2021,macaroni,7.75,45,rainy-Tina-tip
3718,05/31/2021,nachos,7.00,13,clear-Sydney-
3719,05/31/2021,FRIES,2.50,10,rainy-Sydney-tip
3720,05/31/2021,Okra,5.00,24,clear-Sydney-tip
3721,05/31/2021,mac-n-cheese,7.75,2,clear-Richie-no tip
3722,05/31/2021,nachos,7.00,33,rainy-Richie-tip
3723,05/31/2021,fries,2.50,40,clear-Carmen-tip
3724,05/31/2021,okra,5.00,45,clear-Carmen-no tip
3725,05/31/2021,FRIES,2.50,9,clear-Richie-tip
3726,05/31/2021,FRIES,2.50,3,clear-Marcus-tip
3727,05/31/2021,macaroni,7.75,9,clear-Tina-tip
3728,05/31/2021,mac and cheese,7.75,9,clear-Marcus-tip
3729,05/31/2021,macaroni,7.75,27,clear-Sydney-
3730,05/31/2021,mac-n-cheese,7.75,24,clear-Marcus-no tip
3731,05/31/2021,French Fries,2.50,29,clear-Richie-tip
3732,05/31/2021,French Fries,2.50,24,clear-Tina-no tip
3733,05/31/2021,okra,5.00,10,clear-Carmen-tip
3734,05/31/2021,mac-n-cheese,7.75,21,clear-Tina-tip
3735,05/31/2021,nachos,7.00,37,rainy-Carmen-tip
3736,05/31/2021,cheesy mac,7.75,16,rainy-Sydney-tip
3737,05/31/2021,mac-n-cheese,7.75,14,clear-Tina-tip
3738,05/31/2021,FRIES,2.50,9,clear-Richie-tip
3739,05/31/2021,FRIES,2.50,2,rainy-Sydney-tip
3740,05/31/2021,French fries,2.50,37,clear-Sydney-tip
3741,05/31/2021,nachos,7.00,5,rainy-Sydney-tip
3742,05/31/2021,fries,2.50,3,rainy-Carmen-tip
3743,05/31/2021,fries,2.50,4,rainy-Tina-tip
3744,05/31/2021,okra,5.00,16,clear-Sydney-tip
3745,05/31/2021,cheesy mac,7.75,1,rainy-Sydney-tip
3746,05/31/2021,macaroni,7.75,6,clear-Sydney-tip
3747,05/31/2021,nachoes,7.00,4,clear-Sydney-tip
3748,05/31/2021,nachoes,7.00,13,clear-Sydney-tip
3749,05/31/2021,French fries,2.50,10,clear-Richie-tip
3750,05/31/2021,nachos,7.00,11,clear-Richie-tip
3751,05/31/2021,French fries,2.50,42,clear-Carmen-tip
3752,05/31/2021,okra,5.00,20,rainy-Sydney-tip
3753,05/31/2021,Okra,5.00,20,clear-Marcus-tip
3754,05/31/2021,mac-n-cheese,7.75,8,rainy-Richie-tip
3755,05/31/2021,FRIES,2.50,16,rainy-Marcus-tip
3756,05/31/2021,nachos,7.00,25,rainy-Carmen-tip
3757,05/31/2021,nachos,7.00,13,clear-Richie-tip
3758,05/31/2021,French Fries,2.50,43,clear-Sydney-tip
3759,05/31/2021,macaroni,7.75,17,clear-Sydney-no tip
3760,05/31/2021,nachos,7.00,18,clear-Richie-tip
3761,05/31/2021,FRIES,2.50,22,clear-Tina-tip
3762,05/31/2021,okra,5.00,9,clear-Sydney-tip
3763,05/31/2021,nachos,7.00,5,clear-Tina-no tip
3764,05/31/2021,okra,5.00,42,clear-Carmen-tip
3765,05/31/2021,mac-n-cheese,7.75,17,clear-Richie-tip
3766,05/31/2021,fries,2.50,21,clear-Richie-
3767,05/31/2021,French fries,2.50,46,clear-Carmen-no tip
3768,05/31/2021,cheesy mac,7.75,12,clear-Sydney-no tip
3769,05/31/2021,okra,5.00,12,clear-Sydney-tip
3770,05/31/2021,cheesy mac,7.75,12,rainy-Sydney-tip
3771,05/31/2021,mac and cheese,7.75,42,rainy-Tina-
3772,05/31/2021,nachoes,7.00,12,clear-Sydney-tip
3773,05/31/2021,French Fries,2.50,23,rainy-Sydney-tip
3774,05/31/2021,nachos,7.00,17,rainy-Richie-tip
3775,05/31/2021,Okra,5.00,37,rainy-Tina-tip
3776,05/31/2021,fries,2.50,16,clear-Tina-tip
3777,05/31/2021,macaroni,7.75,13,clear-Carmen-tip
3778,05/31/2021,okra,5.00,22,clear-Marcus-
3779,05/31/2021,fries,2.50,4,rainy-Tina-tip
3780,05/31/2021,French Fries,2.50,14,rainy-Carmen-no tip
3781,05/31/2021,FRIES,2.50,30,rainy-Sydney-tip
3782,05/31/2021,nachos,7.00,15,clear-Marcus-tip
3783,05/31/2021,French fries,2.50,5,clear-Sydney-tip
3784,05/31/2021,mac-n-cheese,7.75,41,clear-Sydney-tip
3785,05/31/2021,nachos,7.00,4,rainy-Richie-no tip
3786,05/31/2021,cheesy mac,7.75,8,clear-Carmen-no tip
3787,05/31/2021,French fries,2.50,17,clear-Carmen-no tip
3788,05/31/2021,nachos,7.00,24,clear-Sydney-tip
3789,05/31/2021,French fries,2.50,12,rainy-Sydney-tip
3790,05/31/2021,nachos,7.00,10,rainy-Richie-no tip
3791,05/31/2021,French Fries,2.50,3,clear-Sydney-tip
3792,05/31/2021,FRIES,2.50,42,rainy-Sydney-tip
3793,05/31/2021,okra,5.00,8,clear-Tina-tip
3794,05/31/2021,okra,5.00,37,rainy-Marcus-
3795,05/31/2021,mac-n-cheese,7.75,1,clear-Sydney-no tip
3796,05/31/2021,cheesy mac,7.75,4,rainy-Richie-tip
3797,05/31/2021,fries,2.50,26,clear-Carmen-
3798,05/31/2021,nachos,7.00,17,clear-Marcus-tip
3799,05/31/2021,nachos,7.00,10,clear-Sydney-tip
3800,05/31/2021,French Fries,2.50,21,clear-Tina-
3801,05/31/2021,French Fries,2.50,12,clear-Marcus-tip
3802,05/31/2021,FRIES,2.50,24,clear-Richie-
3803,05/31/2021,nachos,7.00,2,clear-Sydney-no tip
3804,05/31/2021,nachos,7.00,23,clear-Richie-no tip
3805,05/31/2021,fries,2.50,15,rainy-Tina-no tip
3806,05/31/2021,fries,2.50,20,clear-Carmen-tip
3807,05/31/2021,FRIES,2.50,6,clear-Carmen-tip
3808,05/31/2021,nachos,7.00,6,rainy-Richie-tip
3809,05/31/2021,FRIES,2.50,23,rainy-Sydney-tip
3810,05/31/2021,nachoes,7.00,38,clear-Sydney-tip
3811,05/31/2021,nachoes,7.00,7,clear-Sydney-tip
3812,05/31/2021,fries,2.50,10,rainy-Sydney-tip
3813,05/31/2021,macaroni,7.75,19,clear-Richie-no tip
3814,05/31/2021,mac-n-cheese,7.75,19,clear-Marcus-no tip
3815,05/31/2021,mac and cheese,7.75,13,clear-Richie-tip
3816,05/31/2021,French fries,2.50,17,rainy-Sydney-tip
3817,05/31/2021,mac and cheese,7.75,45,clear-Carmen-no tip
3818,05/31/2021,okra,5.00,7,rainy-Richie-no tip
3819,05/31/2021,nachos,7.00,14,rainy-Carmen-tip
3820,05/31/2021,nachos,7.00,27,rainy-Carmen-no tip
3821,05/31/2021,Okra,5.00,9,clear-Sydney-
3822,05/31/2021,fries,2.50,33,clear-Sydney-tip
3823,05/31/2021,nachos,7.00,6,rainy-Marcus-no tip
3824,05/31/2021,nachos,7.00,17,rainy-Richie-tip
3825,05/31/2021,nachos,7.00,44,clear-Carmen-tip
3826,05/31/2021,Okra,5.00,17,rainy-Tina-no tip
3827,05/31/2021,okra,5.00,20,clear-Carmen-tip
3828,05/31/2021,nachos,7.00,42,clear-Sydney-tip
3829,05/31/2021,okra,5.00,41,clear-Marcus-tip
3830,05/31/2021,French fries,2.50,12,rainy-Richie-tip
3831,05/31/2021,mac-n-cheese,7.75,10,clear-Sydney-tip
3832,05/31/2021,nachos,7.00,7,rainy-Tina-tip
3833,05/31/2021,OKRA,5.00,10,clear-Tina-tip
3834,05/31/2021,French fries,2.50,31,clear-Carmen-no tip
3835,05/31/2021,fries,2.50,46,rainy-Sydney-tip
3836,05/31/2021,nachos,7.00,35,rainy-Tina-tip
3837,05/31/2021,mac-n-cheese,7.75,15,rainy-Sydney-tip
3838,05/31/2021,cheesy mac,7.75,20,clear-Carmen-tip
3839,05/31/2021,FRIES,2.50,13,rainy-Sydney-tip
3840,05/31/2021,okra,5.00,13,rainy-Tina-tip
3841,05/31/2021,OKRA,5.00,7,clear-Sydney-tip
3842,05/31/2021,OKRA,5.00,13,rainy-Sydney-tip
3843,05/31/2021,French Fries,2.50,16,clear-Marcus-
3844,05/31/2021,nachoes,7.00,24,rainy-Sydney-tip
3845,05/31/2021,French Fries,2.50,6,clear-Sydney-tip
3846,05/31/2021,Okra,5.00,1,rainy-Carmen-tip
3847,05/31/2021,nachos,7.00,15,clear-Marcus-tip
3848,05/31/2021,okra,5.00,32,clear-Sydney-tip
3849,05/31/2021,French Fries,2.50,6,rainy-Marcus-tip
3850,05/31/2021,French Fries,2.50,8,clear-Tina-no tip
3851,05/31/2021,cheesy mac,7.75,10,rainy-Carmen-tip
3852,05/31/2021,French Fries,2.50,1,rainy-Sydney-no tip
3853,05/31/2021,fries,2.50,15,clear-Marcus-no tip
3854,05/31/2021,nachoes,7.00,15,rainy-Sydney-tip
3855,05/31/2021,FRIES,2.50,33,clear-Tina-no tip
3856,05/31/2021,French fries,2.50,20,clear-Richie-tip
3857,05/31/2021,French fries,2.50,17,clear-Sydney-tip
3858,05/31/2021,nachos,7.00,38,rainy-Sydney-tip
3859,05/31/2021,Okra,5.00,8,clear-Sydney-tip
3860,05/31/2021,nachos,7.00,3,clear-Sydney-tip
3861,05/31/2021,mac and cheese,7.75,15,clear-Richie-no tip
3862,05/31/2021,French fries,2.50,17,rainy-Tina-tip
3863,05/31/2021,nachos,7.00,39,rainy-Tina-tip
3864,05/31/2021,macaroni,7.75,15,rainy-Richie-tip
3865,05/31/2021,French Fries,2.50,35,clear-Richie-tip
3866,05/31/2021,French fries,2.50,3,clear-Richie-tip
3867,05/31/2021,okra,5.00,3,rainy-Carmen-tip
3868,05/31/2021,cheesy mac,7.75,6,rainy-Sydney-tip
3869,05/31/2021,French Fries,2.50,19,clear-Sydney-tip
3870,05/31/2021,nachos,7.00,26,clear-Carmen-no tip
3871,05/31/2021,mac and cheese,7.75,1,rainy-Sydney-no tip
3872,05/31/2021,fries,2.50,7,rainy-Marcus-tip
3873,05/31/2021,French Fries,2.50,11,rainy-Sydney-no tip
3874,05/31/2021,nachos,7.00,1,clear-Sydney-no tip
3875,05/31/2021,fries,2.50,5,rainy-Sydney-tip
3876,05/31/2021,French Fries,2.50,11,clear-Richie-tip
3877,05/31/2021,okra,5.00,3,rainy-Sydney-tip
3878,05/31/2021,French fries,2.50,16,clear-Sydney-no tip
3879,05/31/2021,French Fries,2.50,17,clear-Richie-tip
3880,05/31/2021,cheesy mac,7.75,6,clear-Richie-no tip
3881,05/31/2021,French fries,2.50,4,clear-Sydney-tip
3882,05/31/2021,FRIES,2.50,18,rainy-Tina-no tip
3883,05/31/2021,nachoes,7.00,6,clear-Marcus-tip
3884,05/31/2021,OKRA,5.00,27,clear-Marcus-tip
3885,05/31/2021,nachos,7.00,18,clear-Sydney-no tip
3886,05/31/2021,French Fries,2.50,24,clear-Sydney-tip
3887,05/31/2021,French Fries,2.50,5,rainy-Carmen-tip
3888,05/31/2021,nachoes,7.00,21,clear-Richie-tip
3889,05/31/2021,FRIES,2.50,40,clear-Sydney-tip
3890,05/31/2021,okra,5.00,25,clear-Carmen-tip
3891,05/31/2021,FRIES,2.50,13,clear-Marcus-tip
3892,05/31/2021,French Fries,2.50,18,rainy-Marcus-tip
3893,05/31/2021,mac-n-cheese,7.75,1,rainy-Sydney-
3894,05/31/2021,mac and cheese,7.75,8,clear-Marcus-tip
3895,05/31/2021,macaroni,7.75,8,clear-Marcus-tip
3896,05/31/2021,OKRA,5.00,30,clear-Sydney-
3897,05/31/2021,FRIES,2.50,17,clear-Sydney-tip
3898,05/31/2021,French fries,2.50,20,clear-Tina-tip
3899,05/31/2021,cheesy mac,7.75,1,clear-Tina-tip
3900,05/31/2021,nachos,7.00,32,rainy-Tina-tip
3901,05/31/2021,mac-n-cheese,7.75,8,clear-Sydney-tip
3902,05/31/2021,nachos,7.00,11,rainy-Richie-tip
3903,05/31/2021,fries,2.50,8,rainy-Marcus-tip
3904,05/31/2021,nachoes,7.00,13,clear-Sydney-tip
3905,05/31/2021,French fries,2.50,5,rainy-Richie-
3906,05/31/2021,macaroni,7.75,46,rainy-Tina-no tip
3907,05/31/2021,French fries,2.50,14,rainy-Carmen-tip
3908,05/31/2021,nachos,7.00,3,rainy-Marcus-no tip
3909,05/31/2021,nachos,7.00,18,clear-Sydney-tip
3910,05/31/2021,fries,2.50,17,rainy-Richie-tip
3911,05/31/2021,cheesy mac,7.75,19,clear-Carmen-tip
3912,05/31/2021,nachoes,7.00,12,clear-Carmen-tip
3913,05/31/2021,cheesy mac,7.75,19,clear-Carmen-tip
3914,05/31/2021,nachos,7.00,9,clear-Sydney-tip
3915,05/31/2021,nachos,7.00,23,rainy-Carmen-
3916,05/31/2021,mac-n-cheese,7.75,13,clear-Tina-
3917,05/31/2021,French fries,2.50,40,rainy-Richie-tip
3918,05/31/2021,French fries,2.50,13,clear-Marcus-tip
3919,05/31/2021,nachos,7.00,1,clear-Marcus-tip
3920,05/31/2021,fries,2.50,10,rainy-Tina-tip
3921,05/31/2021,cheesy mac,7.75,36,rainy-Marcus-no tip
3922,05/31/2021,cheesy mac,7.75,5,rainy-Tina-tip
3923,05/31/2021,French Fries,2.50,7,rainy-Marcus-tip
3924,05/31/2021,cheesy mac,7.75,12,clear-Marcus-
3925,05/31/2021,cheesy mac,7.75,10,rainy-Marcus-no tip
3926,05/31/2021,French fries,2.50,44,clear-Sydney-tip
